

	61274.0	30800.145454545454
	64736.0	29604.59696969697
	67062.0	28584.648484848483
	67466.0	28043.627272727274
	72892.0	27671.458441558443
	75142.0	30198.49090909091
	77364.0	30351.654545454545
	78014.0	30700.49090909091
	79134.0	27360.55844155844
	79578.0	29095.18484848485
	79772.0	30231.154545454545
	80448.0	30037.878787878788
	80776.0	29393.96363636364
	80920.0	29891.196969696968
	81218.0	29770.6
	81408.0	29558.054545454546
	83578.0	30178.009090909094
	83648.0	29502.090909090908
	83808.0	24974.409090909092
	84122.0	23787.16363636364
	84618.0	28354.554545454546
	85286.0	30789.430578512398
	85322.0	29747.909090909092
	85540.0	28010.063636363637
	85856.0	29558.50909090909
	86424.0	30015.19090909091
	86952.0	27402.924675324677
	86964.0	29923.29090909091
	87074.0	28286.96363636364
	87266.0	26885.01818181818
	87650.0	26996.536363636365
	87832.0	26645.563636363637
	88086.0	27974.527272727275
	88610.0	27354.98181818182
	88630.0	27772.47272727273
	88764.0	28337.609090909093
	89054.0	28757.342424242423
	89398.0	28875.142424242425
	90018.0	28899.97878787879
	90910.0	28707.390909090907
	90962.0	28825.442424242425
	91340.0	28629.909090909092
	91536.0	28489.69090909091
	91620.0	28651.49090909091
	91666.0	28354.590909090908
	91824.0	28677.409090909092
	91856.0	28478.99090909091
	91868.0	28655.79090909091
	91954.0	30043.49090909091
	92202.0	27799.16883116883
	92232.0	23708.17272727273
	92296.0	28381.39090909091
	92326.0	31715.264462809915
	92362.0	29448.484848484848
	92364.0	26801.568831168832
	92376.0	28334.590909090908
	92420.0	28429.69090909091
	94886.0	27849.636363636364
	94886.0	27849.636363636364
	95484.0	28604.50909090909
	95844.0	27718.130303030302
	95858.0	27584.424675324677
	95880.0	27608.336363636365
	95928.0	26326.536363636365
	96036.0	27073.66883116883
	96346.0	27097.768831168833
	96358.0	27311.768831168833
	96396.0	26984.36883116883
	96520.0	26310.136363636364
	96936.0	27142.16883116883
	97370.0	27388.468831168833
	97502.0	28561.563636363637
	97502.0	28561.563636363637
	97738.0	27830.560606060608
	97820.0	27082.16883116883
	98360.0	28173.630303030302
	98916.0	28134.572727272727
	99140.0	28637.88181818182
	99146.0	26877.468831168833
	99398.0	27583.01818181818
	99436.0	26208.309090909093
	99614.0	28474.536363636365
	100502.0	26634.49090909091
	100766.0	26454.17012987013
	101384.0	28840.154545454545
	101420.0	26510.127272727274
	101442.0	26516.770129870132
	103166.0	26174.254545454547
	103290.0	29329.754545454547
	103760.0	28590.766666666666
	104258.0	27259.336363636365
	104754.0	30475.045454545456
	105520.0	28869.148484848483
	106418.0	27171.54805194805
	107094.0	27413.354545454546
	107826.0	27964.136363636364
	110318.0	28002.236363636366
